0	 0	0	1	52	0	0	0.709091	55	16526	1
0	 0	0	1	46	0	0	0.4375	48	32794	1
0	 0	0	1	48	0	0	0	49	20156	1
0	 0	0	1	75	0	0	1.82143	84	55193	1
0	 0	0	1	74	0	0	2.26087	92	30080	1
0	 0	0	1	73	0	0	8.6	180	76745	1
0	 0	0	1	72	0	0	2.0641	78	34439	1
0	 0	0	1	96	0	0	16.3384	458	113723	1
0	 0	0	1	105	0	0	29.3737	17700	5075435	1
0	 1	1	1	45	0	0	0	46	16651	1
0	 1	1	1	52	0	0	0.696429	56	17454	1
0	 1	1	1	46	0	0	0.4375	48	43801	1
0	 1	1	1	48	0	0	0.72	50	32977	1
0	 1	1	1	75	0	0	5.2809	89	32472	1
0	 1	1	1	74	0	0	7.96875	96	33612	1
0	 1	1	1	73	0	0	9.01613	186	68750	1
0	 1	1	1	72	0	0	1.175	80	30727	1
0	 1	1	1	96	0	0	19.6568	373	196706	1
0	 1	1	1	105	0	0	33.2529	3401	1247596	1
1	 0	1	1	45	0	nan	0	1	1970	1
1	 0	1	1	52	2	2	0	3	2437	1
1	 0	1	1	46	0	nan	0	1	2759	1
1	 0	1	1	48	0	nan	0	1	4917	1
1	 0	1	1	75	4	2	0	5	4691	1
1	 0	1	1	74	8	2.125	0	9	4546	1
1	 0	1	1	73	2	2.5	0	3	3103	1
1	 0	1	1	72	2	2	0	3	4111	1
1	 0	1	1	96	29	2.68966	4.90698	43	18552	1
1	 0	1	1	105	81	3.12346	19.4288	8416	3011627	1
1	 1	0	1	45	0	nan	0	1	6967	1
1	 1	0	1	52	2	2	0	3	5889	1
1	 1	0	1	46	0	nan	0	1	3695	1
1	 1	0	1	48	0	nan	0	1	2778	1
1	 1	0	1	75	4	2	0	5	2854	1
1	 1	0	1	74	8	2.125	0	9	6994	1
1	 1	0	1	73	2	2.5	0	3	2670	1
1	 1	0	1	72	2	2	0	3	2545	1
1	 1	0	1	96	29	2.68966	3.21053	38	8107	1
1	 1	0	1	105	81	3.12346	4.57258	124	27246	1
1	 1	1	0	45	0	nan	0	1	6714	1
1	 1	1	0	52	2	2	0	3	2928	1
1	 1	1	0	46	0	nan	0	1	12326	1
1	 1	1	0	48	0	nan	0	1	9455	1
1	 1	1	0	75	4	2	0	5	4651	1
1	 1	1	0	74	8	2.125	0	9	5630	1
1	 1	1	0	73	2	2.5	0	3	5533	1
1	 1	1	0	72	2	2	0	3	3998	1
1	 1	1	0	96	29	2.68966	4.06667	45	5071	1
1	 1	1	0	105	81	3.12346	27.2178	6153	735815	1
1	 1	1	0	45	0	nan	0	1	2349	1
1	 1	1	0	52	2	2	0	3	1881	1
1	 1	1	0	46	0	nan	0	1	1397	1
1	 1	1	0	48	0	nan	0	1	1353	1
1	 1	1	0	75	4	2	0	5	1872	1
1	 1	1	0	74	8	2.125	0	9	2717	1
1	 1	1	0	73	2	2.5	0	3	2204	1
1	 1	1	0	72	2	2	0	3	1960	1
1	 1	1	0	96	29	2.68966	4.06667	45	3647	1
1	 1	1	0	105	81	3.12346	27.2178	6153	338917	1
1	 1	1	1	45	0	nan	0	1	1208	1
1	 1	1	1	52	2	2	0	3	1422	1
1	 1	1	1	46	0	nan	0	1	1323	1
1	 1	1	1	48	0	nan	0	1	1387	1
1	 1	1	1	75	4	2	0	5	1442	1
1	 1	1	1	74	8	2.125	0	9	1623	1
1	 1	1	1	73	2	2.5	0	3	1379	1
1	 1	1	1	72	2	2	0	3	1748	1
1	 1	1	1	96	29	2.68966	3.21053	38	5529	1
1	 1	1	1	105	81	3.12346	4.57258	124	20117	1
1	 1	1	1	45	0	nan	0	1	1410	1
1	 1	1	1	52	2	2	0	3	3189	1
1	 1	1	1	46	0	nan	0	1	3340	1
1	 1	1	1	48	0	nan	0	1	3539	1
1	 1	1	1	75	4	2	0	5	5179	1
1	 1	1	1	74	8	2.125	0	9	3703	1
1	 1	1	1	73	2	2.5	0	3	3293	1
1	 1	1	1	72	2	2	0	3	7614	1
1	 1	1	1	96	29	2.68966	3.21053	38	9741	1
1	 1	1	1	105	81	3.12346	4.57258	124	24977	1
1	 1	1	1	45	0	0	0	1	1351	1
1	 1	1	1	52	2	2	0	3	2259	1
1	 1	1	1	46	0	0	0	1	1875	1
1	 1	1	1	48	0	0	0	1	1751	1
1	 1	1	1	75	4	2	0	5	1937	1
1	 1	1	1	74	8	2.125	0	9	2246	1
1	 1	1	1	73	2	2.5	0	3	2214	1
1	 1	1	1	72	2	2	0	3	1938	1
1	 1	1	1	96	29	2.68966	3.21053	38	5548	1
1	 1	1	1	105	81	3.12346	4.57258	124	18916	1
1	 1	1	0	45	0	0	0	1	1437	1
1	 1	1	0	52	2	2	0	3	1348	1
1	 1	1	0	46	0	0	0	1	1786	1
1	 1	1	0	48	0	0	0	1	1637	1
1	 1	1	0	75	4	2	0	5	1661	1
1	 1	1	0	74	8	2.125	0	9	1743	1
1	 1	1	0	73	2	2.5	0	3	1505	1
1	 1	1	0	72	2	2	0	3	1775	1
1	 1	1	0	96	29	2.68966	4.06667	45	2595	1
1	 1	1	0	105	81	3.12346	27.2178	6153	254896	1
1	 0	1	0	45	0	0	0	1	1129	1
1	 0	1	0	52	2	2	0	3	1159	1
1	 0	1	0	46	0	0	0	1	923	1
1	 0	1	0	48	0	0	0	1	1035	1
1	 0	1	0	75	4	2	0	5	1321	1
1	 0	1	0	74	8	2.125	0	9	1762	1
1	 0	1	0	73	2	2.5	0	3	1250	1
1	 0	1	0	72	2	2	0	3	1174	1
1	 0	1	0	96	29	2.68966	4.90698	43	2428	1
1	 0	1	0	105	81	3.12346	19.4366	8383	344811	1
1	 1	1	1	45	0	0	0	1	831	1
1	 1	1	1	52	2	2	0	3	939	1
1	 1	1	1	46	0	0	0	1	890	1
1	 1	1	1	48	0	0	0	1	921	1
1	 1	1	1	75	4	2	0	5	1156	1
1	 1	1	1	74	8	2.125	0	9	1682	1
1	 1	1	1	73	2	2.5	0	3	1425	1
1	 1	1	1	72	2	2	0	3	1444	1
1	 1	1	1	96	29	2.68966	3.21053	38	3492	1
1	 1	1	1	105	81	3.12346	4.57258	124	12989	1
1	 0	1	0	45	0	0	0	1	924	1
1	 0	1	0	52	2	2	0	3	1076	1
1	 0	1	0	46	0	0	0	1	1194	1
1	 0	1	0	48	0	0	0	1	1034	1
1	 0	1	0	75	4	2	0	5	1138	1
1	 0	1	0	74	8	2.125	0	9	1192	1
1	 0	1	0	73	2	2.5	0	3	1097	1
1	 0	1	0	72	2	2	0	3	1048	1
1	 0	1	0	96	29	2.68966	4.90698	43	2230	1
1	 0	1	0	105	81	3.12346	19.4366	8383	321752	1
1	 1	1	0	45	0	0	0	1	1472	1
1	 1	1	0	52	2	2	0	3	1564	1
1	 1	1	0	46	0	0	0	1	1034	1
1	 1	1	0	48	0	0	0	1	1278	1
1	 1	1	0	75	4	2	0	5	1249	1
1	 1	1	0	74	8	2.125	0	9	1219	1
1	 1	1	0	73	2	2.5	0	3	1137	1
1	 1	1	0	72	2	2	0	3	1302	1
1	 1	1	0	96	29	2.68966	4.06667	45	2180	1
1	 1	1	0	105	81	3.12346	27.2178	6153	204397	1
1	 1	1	0	45	0	0	0	1	1208	1
1	 1	1	0	52	2	2	0	3	2078	1
1	 1	1	0	46	0	0	0	1	1249	1
1	 1	1	0	48	0	0	0	1	1410	1
1	 1	1	0	75	4	2	0	5	1444	1
1	 1	1	0	74	8	2.125	0	9	1346	1
1	 1	1	0	73	2	2.5	0	3	1059	1
1	 1	1	0	72	2	2	0	3	910	1
1	 1	1	0	96	29	2.68966	4.06667	45	2410	1
1	 1	1	0	105	81	3.12346	27.2178	6153	274910	1
1	 1	1	1	45	0	0	0	1	1139	1
1	 1	1	1	52	2	2	0	3	2979	1
1	 1	1	1	46	0	0	0	1	1067	1
1	 1	1	1	48	0	0	0	1	1733	1
1	 1	1	1	75	4	2	0	5	1916	1
1	 1	1	1	74	8	2.125	0	9	1435	1
1	 1	1	1	73	2	2.5	0	3	1793	1
1	 1	1	1	72	2	2	0	3	1103	1
1	 1	1	1	96	29	2.68966	3.21053	38	2788	1
1	 1	1	1	105	81	3.12346	4.57258	124	11712	1
1	 1	1	1	45	0	0	0	1	1265	1
1	 1	1	1	52	2	2	0	3	1530	1
1	 1	1	1	46	0	0	0	1	1187	1
1	 1	1	1	48	0	0	0	1	1683	1
1	 1	1	1	75	4	2	0	5	1658	1
1	 1	1	1	74	8	2.125	0	9	1517	1
1	 1	1	1	73	2	2.5	0	3	1150	1
1	 1	1	1	72	2	2	0	3	1332	1
1	 1	1	1	96	29	2.68966	3.21053	38	2930	1
1	 1	1	1	105	81	3.12346	4.57258	124	12069	1
