0	 0	0	0	50	0	0	10.9985	689	33925	1
0	 0	0	0	50	0	0	19.8584	219	11830	1
0	 0	0	0	57	0	0	28.826	144857	6000044	1
0	 0	0	0	53	0	0	22.7219	15462	527824	1
0	 0	0	0	57	0	0	26.3432	38399	1253364	1
0	 0	0	0	55	0	0	24.509	8580	366479	1
0	 0	0	0	56	0	0	26.3384	328	10648	1
0	 0	0	0	55	0	0	23.7989	25808	913697	1
1	 0	0	0	50	13	1.20988	0	14	271	1
1	 0	0	0	50	18	1.32099	0.809524	21	354	1
1	 0	0	0	57	57	2.97531	28.826	144857	3843864	1
1	 0	0	0	53	53	2.72839	22.7219	15462	405578	1
1	 0	0	0	57	57	3.04938	26.3432	38399	870121	1
1	 0	0	0	55	49	2.39506	21.4218	467	11593	1
1	 0	0	0	56	56	2.85185	26.3384	328	9253	1
1	 0	0	0	55	55	2.76543	23.7989	25808	576050	1
1	 0	0	0	57	57	2.8642	22.01	6905	186695	1
1	 0	0	0	52	52	2.64198	4.41791	67	1495	1
0	 1	0	0	50	0	0	10.9985	689	21261	1
0	 1	0	0	50	0	0	19.8584	219	6475	1
0	 1	0	0	57	0	0	28.826	144857	4271437	1
0	 1	0	0	53	0	0	22.7219	15462	423725	1
0	 1	0	0	57	0	0	26.3432	38399	978869	1
0	 1	0	0	55	0	0	24.509	8580	235090	1
0	 1	0	0	56	0	0	26.3384	328	9213	1
0	 1	0	0	55	0	0	23.7989	25808	693661	1
0	 1	0	0	57	0	0	22.01	6905	184390	1
0	 1	0	0	52	0	0	4.41791	67	1550	1
0	 0	1	0	50	0	0	10.9985	689	50112	1
0	 0	1	0	50	0	0	19.8584	219	15586	1
0	 0	1	0	57	0	0	28.826	144857	13306229	1
0	 0	1	0	53	0	0	22.7219	15462	1285156	1
0	 0	1	0	57	0	0	26.3432	38399	3452280	1
0	 0	1	0	55	0	0	24.509	8580	529058	1
0	 0	1	0	56	0	0	26.3384	328	35596	1
0	 0	1	0	55	0	0	23.7989	25808	1739963	1
0	 0	1	0	57	0	0	22.01	6905	518165	1
0	 0	1	0	52	0	0	4.41791	67	6052	1
0	 0	0	1	50	0	0	10.9985	689	81004	1
0	 0	0	1	50	0	0	19.8584	219	24675	1
0	 0	0	1	57	0	0	28.826	144857	14833893	1
0	 0	0	1	53	0	0	22.7219	15462	1367183	1
0	 0	0	1	57	0	0	26.3432	38399	4128586	1
0	 0	0	1	55	0	0	24.509	8580	944156	1
0	 0	0	1	56	0	0	26.3384	328	31098	1
0	 0	0	1	55	0	0	23.7989	25808	3987913	1
0	 0	0	1	57	0	0	22.01	6905	1272420	1
0	 0	0	1	52	0	0	4.41791	67	5176	1
1	 1	1	1	50	13	1.20988	0.133333	15	3234	1
1	 1	1	1	50	18	1.32099	0	19	3807	1
1	 1	1	1	57	57	2.97531	8.68571	175	43456	1
1	 1	1	1	53	53	2.72839	14.9927	137	40741	1
1	 1	1	1	57	57	3.04938	14.9372	494	156090	1
1	 1	1	1	55	49	2.39506	8.9396	149	48514	1
1	 1	1	1	56	56	2.85185	10.1806	216	63148	1
1	 1	1	1	55	55	2.76543	17.4353	340	107182	1
1	 1	1	1	57	57	2.8642	7.76	100	27407	1
1	 1	1	1	52	52	2.64198	13.621	314	92311	1
1	 1	1	1	50	13	1.36364	0.133333	15	2198	1
1	 1	1	1	50	18	1.62963	0	19	3769	1
1	 1	1	1	57	57	3.28788	8.68571	175	47903	1
1	 1	1	1	53	53	3.1129	14.9927	137	192897	1
1	 1	1	1	57	57	3.37879	14.9372	494	613023	1
1	 1	1	1	55	49	2.7931	8.9396	149	58178	1
1	 1	1	1	56	56	3.16923	10.1806	216	80152	1
1	 1	1	1	55	55	3.09375	17.4353	340	204459	1
1	 1	1	1	57	57	3.15152	7.76	100	33403	1
1	 1	1	1	52	52	3.03279	13.621	314	96425	1
1	 1	0	0	50	13	2.30769	3.85	40	1263	1
1	 1	0	0	50	18	2.44444	0	19	1245	1
1	 1	0	0	57	57	3.80702	27.1971	93876	3218485	1
1	 1	0	0	53	53	3.64151	24.052	84154	1897497	1
1	 1	0	0	57	57	3.91228	27.8272	36008	845652	1
1	 1	0	0	55	49	3.30612	20.3956	1724	41913	1
1	 1	0	0	56	56	3.67857	26.621	330942	7309956	1
1	 1	0	0	55	55	3.6	29.8647	23089	594744	1
1	 1	0	0	57	57	3.64912	23.4223	365519	12828578	1
1	 1	0	0	52	52	3.55769	14.2437	119	7406	1
0	 1	1	0	50	0	0	10.9985	689	48990	1
0	 1	1	0	50	0	0	19.8584	219	15111	1
0	 1	1	0	57	0	0	28.826	144857	9241885	1
0	 1	1	0	53	0	0	22.7219	15462	911634	1
0	 1	1	0	57	0	0	26.3432	38399	2149340	1
0	 1	1	0	55	0	0	24.509	8580	513361	1
0	 1	1	0	56	0	0	26.3384	328	24337	1
0	 1	1	0	55	0	0	23.7989	25808	1436960	1
0	 1	1	0	57	0	0	22.01	6905	415137	1
0	 1	1	0	52	0	0	4.41791	67	2804	1
0	 1	1	1	50	0	0	9.72817	607	88916	1
0	 1	1	1	50	0	0	15.9231	130	14400	1
0	 1	1	1	57	0	0	32.6922	125282	20570764	1
0	 1	1	1	53	0	0	20.6082	20871	2287618	1
0	 1	1	1	57	0	0	31.0657	97285	10175245	1
